Id,SalePrice
1603,83122.34
1604,298331.3
1605,238160.68
1606,151681.41
1607,161293.56
1608,214346.43
1609,177117.54
1610,152192.24
1611,132427.13
1612,183242.82
1613,159502.68
1614,147627.36
1615,86922.48
1616,70040.19
1617,80565.25
1618,118753.04
1619,151065.13
1620,157693.54
1621,127819.36
1622,142833.4
1623,261412.46
1624,203824.36
1625,113647.72
1626,173330.16
1627,181210.56
1628,289570.37
1629,180447.68
1630,325086.19
1631,230663.9
1632,234957.68
1633,190321.61
1634,184497.21
1635,173625.73
1636,146315.8
1637,188851.35
1638,201807.3
1639,183328.71
1640,246547.29
1641,182527.98
1642,255968.73
1643,230407.93
1644,231349.42
1645,208911.82
1646,159940.76
1647,165716.65
1648,125041.59
1649,126327.91
1650,123352.25
1651,119334.54
1652,102315.43
1653,105481.61
1654,141461.66
1655,134534.23
1656,130318.57
1657,142652.36
1658,143502.98
1659,122254.89
1660,141571.04
1661,408393.5
1662,373650.24
1663,374445.06
1664,461127.38
1665,333862.34
1666,333912.85
1667,367436.99
1668,350825.96
1669,328678.79
1670,356828.51
1671,266000.65
1672,390068.41
1673,303094.63
1674,264523.12
1675,207781.68
1676,206072.64
1677,220221.5
1678,453200.43
1679,378993.41
1680,316486.79
1681,282126.79
1682,326576.77
1683,203853.7
1684,183038.35
1685,181249.53
1686,170740.26
1687,194235.6
1688,190891.13
1689,200282.05
1690,195446.06
1691,188158.23
1692,272503.77
1693,192739.27
1694,179392.35
1695,181676.22
1696,262534.86
1697,193299.73
1698,331142.96
1699,312865.9
1700,269300.33
1701,281553.53
1702,250193.41
1703,246126.26
1704,272085.7
1705,258714.91
1706,399898.86
1707,224011.46
1708,203199.83
1709,258806.52
1710,221417.78
1711,276619.89
1712,240144.64
1713,266213.46
1714,223948.95
1715,211814.28
1716,185505.12
1717,184410.17
1718,147793.26
1719,231684.58
1720,240141.24
1721,179944.15
1722,136054.91
1723,161478.76
1724,199014.73
1725,232901.1
1726,190661.57
1727,139519.94
1728,194712.78
1729,158744.76
1730,173773.11
1731,129747.74
1732,133643.27
1733,109509.59
1734,116374.95
1735,136701.5
1736,108693.22
1737,295503.4
1738,255425.17
1739,269237.89
1740,195679.2
1741,186604.3
1742,173018.93
1743,174482.03
1744,322814.1
1745,223838.69
1746,257499.62
1747,218723.96
1748,240628.2
1749,139189.96
1750,147725.34
1751,238456.66
1752,109967.88
1753,147537.13
1754,206590.76
1755,156965.16
1756,129191.46
1757,113507.37
1758,146758.49
1759,163497.0
1760,161478.61
1761,155958.66
1762,190895.58
1763,197789.95
1764,109858.59
1765,185068.79
1766,189925.49
1767,216244.06
1768,138298.68
1769,162563.36
1770,151740.15
1771,130185.69
1772,131773.03
1773,113765.86
1774,141022.05
1775,133733.9
1776,137655.77
1777,111020.55
1778,138135.26
1779,114067.96
1780,186376.11
1781,123562.99
1782,69773.89
1783,134352.73
1784,87145.26
1785,132070.81
1786,133962.64
1787,175162.38
1788,50499.43
1789,106474.68
1790,41608.1
1791,214241.1
1792,162619.77
1793,133010.93
1794,162704.7
1795,129630.75
1796,144752.67
1797,144663.2
1798,124314.19
1799,107966.0
1800,132587.01
1801,117633.04
1802,145642.94
1803,160537.82
1804,116003.58
1805,137136.01
1806,132842.31
1807,152224.3
1808,128132.4
1809,121383.83
1810,143789.88
1811,104292.57
1812,112166.23
1813,121934.85
1814,91517.85
1815,33595.79
1816,93699.34
1817,106858.2
1818,163228.91
1819,130142.36
1820,46691.72
1821,122310.42
1822,149631.41
1823,45272.9
1824,147478.88
1825,150414.14
1826,94962.38
1827,103663.75
1828,134324.23
1829,155010.35
1830,141044.28
1831,150760.33
1832,72635.83
1833,146639.99
1834,112290.21
1835,114487.91
1836,134534.16
1837,72431.56
1838,108863.47
1839,112220.97
1840,150953.01
1841,128733.22
1842,82997.93
1843,125839.15
1844,147486.53
1845,153831.38
1846,147861.1
1847,178786.86
1848,30316.34
1849,120664.14
1850,112879.27
1851,142295.82
1852,122351.23
1853,108494.06
1854,167689.15
1855,150591.09
1856,220112.56
1857,139780.49
1858,167738.5
1859,121577.3
1860,142262.37
1861,120351.39
1862,311762.67
1863,310300.34
1864,310314.16
1865,343990.29
1866,345338.97
1867,229633.81
1868,281292.13
1869,210411.99
1870,225038.26
1871,273038.66
1872,182205.33
1873,226096.98
1874,153029.73
1875,205826.47
1876,192118.4
1877,202973.0
1878,206750.54
1879,118103.25
1880,135969.8
1881,238563.07
1882,246978.4
1883,194091.66
1884,207326.86
1885,258089.79
1886,288283.58
1887,218424.27
1888,259419.03
1889,176193.25
1890,102621.19
1891,145053.54
1892,86193.2
1893,127782.88
1894,108575.13
1895,127220.26
1896,118182.57
1897,96241.09
1898,112398.99
1899,161975.23
1900,160430.85
1901,173251.06
1902,163729.02
1903,229888.25
1904,172876.12
1905,210261.22
1906,158598.51
1907,226720.32
1908,118020.42
1909,150153.46
1910,129010.48
1911,241953.72
1912,299036.19
1913,152877.47
1914,67286.44
1915,321105.82
1916,33861.32
1917,251189.31
1918,138086.08
1919,163088.82
1920,160248.6
1921,370254.91
1922,337257.05
1923,223435.13
1924,211521.41
1925,214996.06
1926,370385.49
1927,121980.35
1928,148897.4
1929,110816.43
1930,133301.97
1931,129500.75
1932,129605.31
1933,194029.03
1934,178246.6
1935,164429.53
1936,201018.54
1937,172261.68
1938,163463.76
1939,254582.18
1940,201811.78
1941,170961.52
1942,177571.61
1943,230037.37
1944,369973.56
1945,378607.15
1946,132073.85
1947,325389.29
1948,161055.91
1949,235970.61
1950,191110.49
1951,231491.62
1952,202862.51
1953,172910.01
1954,189824.32
1955,125059.71
1956,278373.25
1957,153797.54
1958,273861.45
1959,141297.39
1960,94771.41
1961,121211.54
1962,94103.08
1963,108290.13
1964,99250.07
1965,135399.33
1966,139680.43
1967,299607.2
1968,409666.58
1969,389046.14
1970,405375.01
1971,460118.86
1972,369252.79
1973,302165.23
1974,347736.43
1975,460019.52
1976,286676.93
1977,368523.92
1978,355582.81
1979,306094.88
1980,202714.38
1981,332672.51
1982,221831.16
1983,204781.25
1984,194315.69
1985,241256.48
1986,207535.28
1987,211360.8
1988,173753.32
1989,200045.33
1990,215539.25
1991,224671.77
1992,223326.57
1993,180718.54
1994,244244.32
1995,186652.27
1996,291222.69
1997,327993.26
1998,315213.02
1999,289305.53
2000,323775.22
2001,284321.95
2002,253993.83
2003,248476.79
2004,276751.95
2005,246167.75
2006,213254.19
2007,253518.37
2008,218843.88
2009,201577.91
2010,199172.78
2011,153259.51
2012,186276.15
2013,171495.17
2014,175788.98
2015,195650.21
2016,192046.0
2017,196668.23
2018,118530.43
2019,140894.39
2020,93272.35
2021,93824.01
2022,183344.17
2023,150584.43
2024,296300.72
2025,364170.84
2026,167162.06
2027,150646.85
2028,165317.55
2029,163571.95
2030,260098.08
2031,242468.78
2032,268911.93
2033,251754.76
2034,184423.07
2035,233120.79
2036,196869.38
2037,199585.4
2038,325043.86
2039,237799.98
2040,316948.78
2041,279202.96
2042,215128.25
2043,173018.36
2044,188087.36
2045,192038.66
2046,136965.67
2047,145798.43
2048,145004.57
2049,130890.17
2050,175548.77
2051,109806.83
2052,134737.43
2053,142136.65
2054,72225.18
2055,157506.39
2056,149904.96
2057,106332.68
2058,204934.22
2059,123092.28
2060,168598.77
2061,190875.52
2062,123260.0
2063,116283.17
2064,125714.76
2065,117350.85
2066,171250.74
2067,129797.29
2068,138926.13
2069,85699.4
2070,108411.8
2071,84542.15
2072,142544.58
2073,134308.05
2074,152926.14
2075,165160.96
2076,130298.98
2077,151099.92
2078,125129.16
2079,143623.48
2080,120355.64
2081,127653.94
2082,143645.98
2083,152067.45
2084,103091.21
2085,113623.4
2086,147302.1
2087,132668.09
2088,88805.26
2089,78678.22
2090,124929.05
2091,87251.25
2092,127227.99
2093,154259.35
2094,114924.91
2095,130803.66
2096,83349.79
2097,100056.63
2098,162649.5
2099,36558.59
2100,79834.86
2101,106767.28
2102,140164.68
2103,89116.46
2104,149817.29
2105,137908.25
2106,23502.91
2107,202433.64
2108,122727.74
2109,103255.82
2110,126424.61
2111,158460.75
2112,139925.51
2113,125580.65
2114,118387.54
2115,168189.68
2116,116241.66
2117,156189.76
2118,134567.07
2119,106489.3
2120,124451.34
2121,97898.17
2122,103146.61
2123,84785.16
2124,188890.73
2125,134605.16
2126,152052.48
2127,173317.15
2128,141093.7
2129,101413.4
2130,138577.38
2131,138318.91
2132,103187.21
2133,128505.31
2134,113796.3
2135,109235.48
2136,45590.73
2137,117981.02
2138,136365.79
2139,147536.11
2140,134722.72
2141,177604.24
2142,122998.3
2143,140546.02
2144,112243.53
2145,147705.8
2146,199092.7
2147,134687.94
2148,144709.42
2149,148382.02
2150,233907.68
2151,134188.26
2152,172757.6
2153,191603.57
2154,92369.53
2155,136944.48
2156,271900.29
2157,221028.72
2158,234066.3
2159,239304.04
2160,184932.11
2161,239537.85
2162,365122.38
2163,334334.1
2164,251696.03
2165,201959.66
2166,158984.18
2167,229678.2
2168,189589.44
2169,194210.67
2170,210960.49
2171,160473.89
2172,140814.19
2173,178485.12
2174,219512.58
2175,263799.38
2176,301886.3
2177,235580.92
2178,219887.76
2179,142973.98
2180,231905.2
2181,195307.64
2182,218494.96
2183,194331.5
2184,123785.01
2185,135631.63
2186,131669.35
2187,151884.16
2188,162731.96
2189,309760.4
2190,69962.28
2191,65445.98
2192,74576.5
2193,117286.33
2194,92759.04
2195,78112.08
2196,108766.55
2197,94689.21
2198,156359.55
2199,177474.42
2200,150935.11
2201,149662.34
2202,202155.5
2203,149695.14
2204,172928.77
2205,131696.35
2206,162430.01
2207,222126.76
2208,253889.51
2209,218602.33
2210,117341.42
2211,125460.7
2212,127965.66
2213,102965.15
2214,155321.15
2215,99007.08
2216,154881.65
2217,52914.94
2218,89298.93
2219,82712.71
2220,52257.67
2221,321788.29
2222,304687.84
2223,277755.59
2224,216353.57
2225,132518.43
2226,176945.73
2227,200578.85
2228,288977.89
2229,240355.79
2230,164490.34
2231,213991.92
2232,171535.11
2233,176387.98
2234,250736.39
2235,229440.47
2236,247140.26
2237,300995.22
2238,217535.73
2239,127639.53
2240,160903.13
2241,138685.58
2242,119870.7
2243,124879.4
2244,102015.02
2245,120274.82
2246,134508.75
2247,122370.19
2248,127010.66
2249,113175.87
2250,127367.75
2251,102950.81
2252,177908.04
2253,170873.59
2254,182725.83
2255,194951.75
2256,179814.57
2257,221047.04
2258,151975.85
2259,166769.08
2260,165582.14
2261,228368.62
2262,242159.44
2263,363396.35
2264,398938.54
2265,175444.84
2266,307433.27
2267,360515.57
2268,411400.66
2269,156685.27
2270,189113.73
2271,208565.8
2272,200000.3
2273,155407.75
2274,176943.02
2275,151213.4
2276,199536.18
2277,190401.49
2278,154628.77
2279,125003.88
2280,111240.14
2281,159973.1
2282,168086.97
2283,111838.8
2284,121992.86
2285,134048.64
2286,115387.94
2287,384400.45
2288,294938.7
2289,336443.42
2290,414960.3
2291,344406.67
2292,413916.52
2293,429269.44
2294,393336.69
2295,426590.53
2296,261311.33
2297,373040.83
2298,370968.12
2299,355698.35
2300,336939.12
2301,328146.68
2302,260837.13
2303,254566.96
2304,248677.56
2305,206142.08
2306,207389.65
2307,215967.32
2308,223017.14
2309,298912.83
2310,207456.5
2311,220586.62
2312,171707.94
2313,178852.63
2314,181285.47
2315,172754.97
2316,208313.95
2317,188369.42
2318,180158.0
2319,180979.54
2320,174942.05
2321,250978.43
2322,195007.21
2323,206467.45
2324,201557.26
2325,204856.18
2326,194365.82
2327,206675.67
2328,225674.5
2329,185565.21
2330,178425.07
2331,328042.49
2332,410095.0
2333,326992.83
2334,287869.18
2335,305810.04
2336,317503.44
2337,204222.24
2338,251841.25
2339,230512.99
2340,374525.78
2341,211746.08
2342,237567.6
2343,226753.02
2344,238362.32
2345,229882.46
2346,208434.54
2347,196282.27
2348,240375.54
2349,177753.22
2350,306514.94
2351,266225.76
2352,255027.12
2353,255812.2
2354,145038.66
2355,162265.12
2356,160293.83
2357,190406.48
2358,194050.94
2359,119337.17
2360,115591.22
2361,152497.72
2362,258828.75
2363,166186.13
2364,186877.15
2365,218103.82
2366,187634.5
2367,209186.48
2368,210652.98
2369,200823.99
2370,162022.54
2371,158619.98
2372,201649.13
2373,287624.55
2374,306201.22
2375,261296.7
2376,278646.6
2377,325789.2
2378,150779.13
2379,230296.4
2380,148888.58
2381,171947.64
2382,213536.61
2383,194313.85
2384,231446.91
2385,159113.72
2386,133097.36
2387,132587.95
2388,104581.97
2389,116437.19
2390,145947.07
2391,137694.07
2392,114940.89
2393,164702.95
2394,145275.37
2395,216243.82
2396,142953.58
2397,212051.79
2398,122675.57
2399,69278.82
2400,64010.97
2401,127998.58
2402,137350.24
2403,136997.92
2404,142671.79
2405,160712.0
2406,138922.48
2407,126611.95
2408,152396.86
2409,108182.9
2410,180037.1
2411,110594.1
2412,155331.74
2413,123983.9
2414,157818.89
2415,125860.92
2416,130452.12
2417,133289.52
2418,131962.07
2419,121628.63
2420,118366.76
2421,140070.63
2422,96721.78
2423,117440.2
2424,141530.25
2425,223032.35
2426,123788.59
2427,125577.33
2428,192871.98
2429,103562.9
2430,136515.7
2431,104392.29
2432,141018.94
2433,151938.92
2434,144349.96
2435,158078.33
2436,122160.47
2437,101924.53
2438,109139.11
2439,104857.51
2440,128322.55
2441,109873.36
2442,94881.47
2443,141137.31
2444,104271.98
2445,82561.09
2446,128594.64
2447,193786.66
2448,136002.29
2449,111794.12
2450,151613.23
2451,109934.94
2452,201729.37
2453,95233.45
2454,97483.12
2455,119887.56
2456,153345.18
2457,128528.5
2458,133897.65
2459,106414.35
2460,160143.01
2461,139715.02
2462,134494.36
2463,134288.82
2464,177670.98
2465,140507.39
2466,123374.6
2467,151340.52
2468,73162.81
2469,69454.55
2470,214376.1
2471,223711.39
2472,176012.51
2473,119143.47
2474,68359.11
2475,224804.76
2476,102524.0
2477,100192.65
2478,134690.62
2479,111122.74
2480,158585.57
2481,129406.73
2482,118918.55
2483,105424.8
2484,132997.23
2485,132229.97
2486,150784.32
2487,182978.23
2488,163417.12
2489,160995.26
2490,142166.86
2491,105892.01
2492,194914.22
2493,156235.84
2494,151920.0
2495,95564.4
2496,232928.97
2497,157530.48
2498,105091.51
2499,71721.28
2500,101442.63
2501,141846.75
2502,142952.37
2503,87004.17
2504,177478.09
2505,224801.78
2506,249673.76
2507,267112.51
2508,246173.34
2509,212874.93
2510,207474.79
2511,180654.35
2512,229747.25
2513,224798.6
2514,278850.64
2515,139900.81
2516,172089.38
2517,146569.33
2518,147570.33
2519,239358.89
2520,209394.37
2521,192334.3
2522,221424.5
2523,119181.47
2524,124797.87
2525,116594.5
2526,142683.21
2527,119989.24
2528,126977.85
2529,157401.32
2530,131742.22
2531,264720.35
2532,223267.59
2533,202939.48
2534,249744.03
2535,276249.44
2536,222715.11
2537,243657.83
2538,181332.96
2539,199584.21
2540,180490.27
2541,185364.04
2542,169877.18
2543,121086.65
2544,117599.71
2545,136826.06
2546,133238.87
2547,146028.03
2548,170955.68
2549,151196.13
2550,580089.25
2551,155233.53
2552,140651.39
2553,63475.26
2554,86858.55
2555,98908.48
2556,82512.72
2557,110026.93
2558,173910.94
2559,130250.1
2560,153207.35
2561,151532.6
2562,150452.7
2563,155389.19
2564,209516.59
2565,163518.64
2566,151638.66
2567,134710.17
2568,196697.55
2569,195588.77
2570,118726.57
2571,182020.15
2572,176009.85
2573,212768.13
2574,302456.96
2575,142661.59
2576,131313.65
2577,160856.88
2578,80145.04
2579,21379.99
2580,119242.05
2581,129440.68
2582,128613.27
2583,286401.17
2584,157091.69
2585,181802.93
2586,214010.19
2587,193462.89
2588,133381.04
2589,147219.28
2590,203048.01
2591,259386.23
2592,208207.49
2593,242903.94
2594,175855.46
2595,216563.96
2596,286615.97
2597,198926.61
2598,286014.45
2599,344934.06
2600,173175.85
2601,158759.27
2602,67509.22
2603,96236.44
2604,81501.93
2605,65594.96
2606,129008.24
2607,224229.87
2608,200711.84
2609,171610.24
2610,102806.43
2611,129767.03
2612,151081.14
2613,130848.8
2614,115609.33
2615,160410.98
2616,156316.43
2617,196665.81
2618,232790.67
2619,207178.88
2620,190508.11
2621,172549.17
2622,183291.79
2623,232072.46
2624,258319.66
2625,268609.21
2626,166308.53
2627,174957.05
2628,420882.73
2629,473492.59
2630,360109.95
2631,408956.17
2632,385591.78
2633,303381.96
2634,396106.1
2635,150280.54
2636,185201.09
2637,213709.19
2638,268420.62
2639,185809.76
2640,149957.65
2641,98507.04
2642,172826.29
2643,115808.98
2644,111950.11
2645,109457.56
2646,93034.37
2647,110394.78
2648,145271.58
2649,159615.74
2650,140455.92
2651,129494.22
2652,364616.46
2653,267413.37
2654,269281.68
2655,401967.5
2656,330077.81
2657,339591.22
2658,327917.87
2659,345525.65
2660,343329.06
2661,359004.19
2662,383473.71
2663,270988.79
2664,292223.19
2665,328625.76
2666,286344.46
2667,172695.0
2668,183036.51
2669,183521.61
2670,272198.97
2671,184392.95
2672,191135.09
2673,203363.99
2674,198536.8
2675,182698.34
2676,200463.76
2677,195722.48
2678,247024.19
2679,286806.93
2680,299817.88
2681,409202.57
2682,324166.99
2683,484147.58
2684,346693.53
2685,339515.84
2686,248843.44
2687,279589.11
2688,217903.23
2689,205393.17
2690,347509.59
2691,194954.73
2692,156463.93
2693,196153.05
2694,150054.64
2695,197006.95
2696,185013.61
2697,186156.71
2698,205485.96
2699,158541.06
2700,137326.92
2701,159737.19
2702,119421.27
2703,150626.26
2704,137161.2
2705,111579.05
2706,105747.08
2707,133676.98
2708,121396.9
2709,112196.69
2710,131252.01
2711,272809.88
2712,387843.31
2713,166481.06
2714,149773.53
2715,166094.8
2716,146423.78
2717,200625.08
2718,226049.68
2719,129390.98
2720,189020.91
2721,136782.44
2722,167789.31
2723,161316.21
2724,130068.21
2725,123284.55
2726,132135.29
2727,165693.5
2728,181752.35
2729,144609.29
2730,138651.48
2731,133359.7
2732,136808.48
2733,158788.0
2734,150279.6
2735,132125.61
2736,130035.0
2737,109058.63
2738,123125.83
2739,146628.31
2740,140748.87
2741,157647.22
2742,168589.66
2743,154709.26
2744,167549.29
2745,146644.41
2746,125188.02
2747,175362.42
2748,117034.1
2749,131155.18
2750,113452.75
2751,134290.9
2752,210823.38
2753,133569.06
2754,219617.49
2755,140156.8
2756,75355.4
2757,69912.58
2758,70483.04
2759,157034.38
2760,132061.87
2761,134935.75
2762,131783.58
2763,190015.73
2764,174791.36
2765,270919.54
2766,114741.46
2767,78883.84
2768,117154.79
2769,135183.69
2770,161369.29
2771,107288.37
2772,102027.3
2773,174698.8
2774,148287.47
2775,112855.59
2776,142413.83
2777,151607.02
2778,125300.1
2779,129773.4
2780,98833.97
2781,85924.26
2782,93395.07
2783,77700.08
2784,117950.48
2785,139610.78
2786,56088.01
2787,130992.83
2788,58615.82
2789,175788.06
2790,83564.67
2791,111893.94
2792,54997.2
2793,149584.44
2794,92588.66
2795,125365.15
2796,92608.94
2797,230205.4
2798,126164.4
2799,113723.5
2800,79614.79
2801,113217.64
2802,131216.48
2803,172310.95
2804,140467.58
2805,105009.08
2806,80890.73
2807,169289.75
2808,153114.06
2809,121589.91
2810,133491.86
2811,171716.21
2812,184193.9
2813,148708.99
2814,142495.92
2815,109977.22
2816,206083.72
2817,147559.03
2818,124104.85
2819,191438.12
2820,136757.22
2821,112209.31
2822,195821.37
2823,314154.44
2824,170660.76
2825,164096.59
2826,129521.87
2827,139251.92
2828,246557.52
2829,216067.27
2830,210901.4
2831,190407.85
2832,222663.97
2833,304838.07
2834,230234.18
2835,231618.6
2836,204334.46
2837,169033.77
2838,147623.34
2839,174118.56
2840,200195.41
2841,202073.67
2842,228913.93
2843,147822.3
2844,170911.77
2845,127899.51
2846,208093.47
2847,200536.24
2848,205166.07
2849,207235.3
2850,279587.06
2851,223034.95
2852,228399.32
2853,237930.06
2854,149346.45
2855,202205.02
2856,200103.18
2857,199609.67
2858,207766.36
2859,78259.05
2860,106155.36
2861,133305.21
2862,192282.02
2863,148063.53
2864,251838.24
2865,146283.26
2866,149438.66
2867,94703.14
2868,96276.13
2869,92616.36
2870,117660.7
2871,77117.15
2872,13411.58
2873,78299.24
2874,150007.54
2875,122682.17
2876,174364.35
2877,141177.38
2878,175805.21
2879,123199.42
2880,103792.96
2881,133040.22
2882,175761.25
2883,191930.55
2884,207961.18
2885,187491.23
2886,228566.78
2887,119586.22
2888,143953.23
2889,50528.9
2890,78054.73
2891,148377.92
2892,52374.3
2893,101797.56
2894,49275.31
2895,340923.98
2896,301370.46
2897,220205.1
2898,146857.49
2899,219965.28
2900,152360.85
2901,207679.77
2902,197482.08
2903,297346.84
2904,329966.44
2905,76272.99
2906,217200.06
2907,117398.4
2908,122401.55
2909,140582.44
2910,66620.91
2911,69628.9
2912,151406.62
2913,73527.24
2914,69705.39
2915,81386.59
2916,75892.43
2917,176631.42
2918,99951.05
2919,225411.51
